Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Possibly	Possible	From	Tags
3363	Spectrogram 1	1	200_2014-07-26_14-00-00.wav	200_2014-07-26_14-00-00.wav	423099.533996934	423100.637996934	2243494	2244598	2014/7/26  14:37:23.534	1.104	56.6	74.6	0.9	57.6	73.2		fm		Unidentified.calls
3364	Spectrogram 1	1	200_2014-07-26_14-00-00.wav	200_2014-07-26_14-00-00.wav	423182.595998624	423183.239998624	2326556	2327200	2014/7/26  14:38:46.596	0.644	62.4	83.3	0.5	62.5	81.1		fm		Unidentified.calls
3365	Spectrogram 1	1	200_2014-07-26_14-00-00.wav	200_2014-07-26_14-00-00.wav	423192.809994721	423194.558994721	2336770	2338519	2014/7/26  14:38:56.810	1.749	17.7	36.8	1.4	18.6	34.2		fm		Unidentified.calls
3366	Spectrogram 1	1	200_2014-07-26_14-00-00.wav	200_2014-07-26_14-00-00.wav	423327.496992999	423328.692992999	2471457	2472653	2014/7/26  14:41:11.497	1.196	75.7	101.3	0.8	77.1	99.6		fm		Unidentified.calls
3367	Spectrogram 1	1	200_2014-07-26_14-00-00.wav	200_2014-07-26_14-00-00.wav	423335.411001572	423336.883001572	2479371	2480843	2014/7/26  14:41:19.411	1.472	36.5	82.0	1.1	38.1	77.1		fm		Unidentified.calls
3368	Spectrogram 1	1	200_2014-07-26_14-00-00.wav	200_2014-07-26_14-00-00.wav	423348.56999276	423350.41099276	2492530	2494371	2014/7/26  14:41:32.570	1.841	73.5	107.0	1.2	78.1	104.5		fm		Unidentified.calls
3369	Spectrogram 1	1	200_2014-07-26_14-00-00.wav	200_2014-07-26_14-00-00.wav	423497.301000559	423498.866000559	2641261	2642826	2014/7/26  14:44:01.301	1.565	15.8	27.5	1.1	16.6	26.4		fm		Unidentified.calls
3370	Spectrogram 1	1	200_2014-07-26_14-00-00.wav	200_2014-07-26_14-00-00.wav	423507.331996241	423508.803996241	2651292	2652764	2014/7/26  14:44:11.332	1.472	15.5	27.5	0.8	16.6	26.4		fm		Unidentified.calls
3371	Spectrogram 1	1	200_2014-07-26_14-00-00.wav	200_2014-07-26_14-00-00.wav	423528.956994617	423530.521994617	2672917	2674482	2014/7/26  14:44:32.957	1.565	15.5	28.1	1.1	16.6	24.4		fm		Unidentified.calls
3372	Spectrogram 1	1	200_2014-07-26_14-00-00.wav	200_2014-07-26_14-00-00.wav	423539.44799585	423540.64399585	2683408	2684604	2014/7/26  14:44:43.448	1.196	16.6	28.1	0.9	16.6	26.4		fm		Unidentified.calls
3373	Spectrogram 1	1	200_2014-07-26_14-00-00.wav	200_2014-07-26_14-00-00.wav	423561.440996656	423562.821996656	2705401	2706782	2014/7/26  14:45:05.441	1.381	16.6	27.8	1.1	16.6	26.4		fm		Unidentified.calls
3374	Spectrogram 1	1	200_2014-07-26_14-00-00.wav	200_2014-07-26_14-00-00.wav	423593.464993143	423594.845993143	2737425	2738806	2014/7/26  14:45:37.465	1.381	16.3	26.7	1.1	16.6	25.4		fm		Unidentified.calls
3375	Spectrogram 1	1	200_2014-07-26_14-00-00.wav	200_2014-07-26_14-00-00.wav	423603.184996748	423604.932996748	2747145	2748893	2014/7/26  14:45:47.185	1.748	15.3	28.6	1.2	16.6	25.4		fm		Unidentified.calls
3376	Spectrogram 1	1	200_2014-07-26_14-00-00.wav	200_2014-07-26_14-00-00.wav	423626.007001305	423627.479001305	2769967	2771439	2014/7/26  14:46:09.007	1.472	15.0	27.8	1.1	15.6	26.4		fm		Unidentified.calls
3377	Spectrogram 1	1	200_2014-07-26_14-00-00.wav	200_2014-07-26_14-00-00.wav	423636.404993588	423637.969993588	2780365	2781930	2014/7/26  14:46:20.405	1.565	15.3	27.5	0.9	15.6	25.4		fm		Unidentified.calls
3378	Spectrogram 1	1	200_2014-07-26_14-00-00.wav	200_2014-07-26_14-00-00.wav	423665.023999491	423665.944999491	2808984	2809905	2014/7/26  14:46:48.024	0.921	15.5	26.4	0.8	16.6	24.4		fm		Unidentified.calls
3379	Spectrogram 1	1	200_2014-07-26_14-00-00.wav	200_2014-07-26_14-00-00.wav	423675.515000725	423676.343000725	2819475	2820303	2014/7/26  14:46:59.515	0.828	15.3	26.4	0.6	15.6	24.4		fm		Unidentified.calls
3380	Spectrogram 1	1	200_2014-07-26_14-00-00.wav	200_2014-07-26_14-00-00.wav	423678.183996507	423679.747996508	2822144	2823708	2014/7/26  14:47:02.184	1.564	16.9	27.0	1.4	17.6	25.4		fm		Unidentified.calls
3381	Spectrogram 1	1	200_2014-07-26_14-00-00.wav	200_2014-07-26_14-00-00.wav	423708.274992013	423709.747992013	2852235	2853708	2014/7/26  14:47:32.275	1.473	15.5	26.7	0.9	16.6	24.4		fm		Unidentified.calls
3382	Spectrogram 1	1	200_2014-07-26_14-00-00.wav	200_2014-07-26_14-00-00.wav	423791.704996133	423793.268996133	2935665	2937229	2014/7/26  14:48:55.705	1.564	16.9	26.7	1.1	17.6	25.4		fm		Unidentified.calls
3383	Spectrogram 1	1	200_2014-07-26_14-00-00.wav	200_2014-07-26_14-00-00.wav	423861.515993455	423863.171993455	3005476	3007132	2014/7/26  14:50:05.516	1.656	46.3	77.6	1.1	46.9	72.3		fm		Unidentified.calls
3384	Spectrogram 1	1	200_2014-07-28_15-00-00.wav	200_2014-07-28_15-00-00.wav	424471.723997531	424473.195997531	15105	16577	2014/7/28  15:00:15.724	1.472	41.3	65.7	1.1	43.0	63.5	fm			Unidentified.calls
3385	Spectrogram 1	1	200_2014-07-28_15-00-00.wav	200_2014-07-28_15-00-00.wav	424479.45399986	424480.18999986	22835	23571	2014/7/28  15:00:22.454	0.736	77.6	99.4	0.6	80.1	95.7	fm			Unidentified.calls
3386	Spectrogram 1	1	200_2014-07-28_15-00-00.wav	200_2014-07-28_15-00-00.wav	424501.356003372	424502.276003372	44737	45657	2014/7/28  15:00:44.356	0.92	71.5	95.9	0.6	75.2	94.7	fm			Unidentified.calls
3387	Spectrogram 1	1	200_2014-07-28_15-00-00.wav	200_2014-07-28_15-00-00.wav	424534.668003333	424535.588003333	78049	78969	2014/7/28  15:01:18.668	0.92	93.3	125.6	0.8	96.7	124.0	fm			Unidentified.calls
3388	Spectrogram 1	1	200_2014-07-28_15-00-00.wav	200_2014-07-28_15-00-00.wav	424594.908000467	424596.012000467	138289	139393	2014/7/28  15:02:18.908	1.104	78.8	99.1	0.8	82.0	97.7	fm			Unidentified.calls
3389	Spectrogram 1	1	200_2014-07-28_15-00-00.wav	200_2014-07-28_15-00-00.wav	424604.017999334	424605.029999334	147399	148411	2014/7/28  15:02:27.018	1.012	77.9	100.6	0.6	80.1	98.6	fm			Unidentified.calls
3390	Spectrogram 1	1	200_2014-07-28_15-00-00.wav	200_2014-07-28_15-00-00.wav	424613.405003337	424614.417003337	156786	157798	2014/7/28  15:02:36.405	1.012	70.1	98.0	0.6	72.3	95.7	fm			Unidentified.calls
3391	Spectrogram 1	1	200_2014-07-28_15-00-00.wav	200_2014-07-28_15-00-00.wav	424957.801002947	424979.426002947	501182	522807	2014/7/28  15:08:21.801	21.625	107.9	120.3	18.8	109.4	120.1	Minke like			Unidentified.calls
3392	Spectrogram 1	1	200_2014-07-28_15-00-00.wav	200_2014-07-28_15-00-00.wav	425664.049002839	425665.153002839	1207430	1208534	2014/7/28  15:20:07.049	1.104	82.0	104.4	0.8	85.9	101.6	fm			Unidentified.calls
3393	Spectrogram 1	1	200_2014-07-28_15-00-00.wav	200_2014-07-28_15-00-00.wav	427003.116000382	427004.496000382	2546497	2547877	2014/7/28  15:42:26.116	1.38	80.5	104.9	1.1	83.0	102.5	fm			Unidentified.calls
3394	Spectrogram 1	1	200_2014-07-28_15-00-00.wav	200_2014-07-28_15-00-00.wav	427162.154003171	427162.982003171	2705535	2706363	2014/7/28  15:45:05.154	0.828	85.5	120.1	0.8	88.9	118.2	fm			Unidentified.calls
3395	Spectrogram 1	1	200_2014-07-28_15-00-00.wav	200_2014-07-28_15-00-00.wav	427169.595000831	427171.528000831	2712976	2714909	2014/7/28  15:45:12.595	1.933	84.9	116.3	1.7	86.9	115.2	fm			Unidentified.calls
3396	Spectrogram 1	1	200_2014-07-28_15-00-00.wav	200_2014-07-28_15-00-00.wav	427174.117004065	427175.681004065	2717498	2719062	2014/7/28  15:45:17.117	1.564	74.7	109.9	1.2	78.1	107.4	fm			Unidentified.calls
3397	Spectrogram 1	1	200_2014-07-28_15-00-00.wav	200_2014-07-28_15-00-00.wav	427184.055000854	427185.159000854	2727436	2728540	2014/7/28  15:45:27.055	1.104	70.6	104.9	0.8	75.2	102.5	fm			Unidentified.calls
3398	Spectrogram 1	1	200_2014-07-28_15-00-00.wav	200_2014-07-28_15-00-00.wav	427189.115997342	427190.128997342	2732497	2733510	2014/7/28  15:45:32.116	1.013	73.0	106.1	0.9	75.2	105.5	fm			Unidentified.calls
3399	Spectrogram 1	1	200_2014-07-28_15-00-00.wav	200_2014-07-28_15-00-00.wav	427202.643996788	427203.931996788	2746025	2747313	2014/7/28  15:45:46.644	1.288	75.0	89.8	0.9	77.1	87.9	fm			Unidentified.calls
3400	Spectrogram 1	1	200_2014-07-28_15-00-00.wav	200_2014-07-28_15-00-00.wav	427633.908002389	427635.196002389	3177289	3178577	2014/7/28  15:52:57.908	1.288	78.8	114.2	0.8	82.0	111.3	fm			Unidentified.calls
3401	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428071.187002465	428072.291002465	14010	15114	2014/7/30  6:00:14.187	1.104	64.5	109.5	0.8	70.3	104.5		fm		Unidentified.calls
3402	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428089.119001358	428090.407001358	31942	33230	2014/7/30  6:00:31.119	1.288	58.8	99.1	1.1	59.6	95.7		fm		Unidentified.calls
3403	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428095.848999053	428096.860999053	38672	39684	2014/7/30  6:00:38.849	1.012	64.8	118.2	0.8	67.4	116.2		fm		Unidentified.calls
3404	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428098.04500404	428099.51800404	40868	42341	2014/7/30  6:00:40.045	1.473	74.3	99.7	1.2	76.2	98.6		fm		Unidentified.calls
3405	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428107.811999946	428109.099999946	50635	51923	2014/7/30  6:00:50.812	1.288	97.2	124.2	0.9	98.6	123.0		fm		Unidentified.calls
3406	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428119.591004654	428120.787004654	62414	63610	2014/7/30  6:01:02.591	1.196	23.7	66.4	0.9	24.4	55.7		fm		Unidentified.calls
3407	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428129.529001444	428131.002001444	72352	73825	2014/7/30  6:01:12.529	1.473	74.3	96.4	1.4	76.2	94.7		fm		Unidentified.calls
3408	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428161.909000828	428162.830000828	104732	105653	2014/7/30  6:01:44.909	0.921	79.0	118.5	0.8	81.1	116.2		fm		Unidentified.calls
3409	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428182.026996716	428183.407996716	124850	126231	2014/7/30  6:02:04.027	1.381	89.1	110.0	1.2	90.8	108.4		fm		Unidentified.calls
3410	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428182.775996878	428183.695996878	125599	126519	2014/7/30  6:02:05.776	0.92	79.0	91.2	0.6	80.1	90.8		fm		Unidentified.calls
3411	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428199.972000971	428201.260000971	142795	144083	2014/7/30  6:02:22.972	1.288	79.0	98.9	1.2	80.1	98.6		fm		Unidentified.calls
3412	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428217.5599965	428218.9409965	160383	161764	2014/7/30  6:02:40.560	1.381	91.8	121.2	1.1	94.7	120.1		fm		Unidentified.calls
3413	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428218.664999559	428220.412999559	161488	163236	2014/7/30  6:02:41.665	1.748	74.9	105.4	1.5	77.1	103.5		fm		Unidentified.calls
3414	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428246.364004418	428247.652004418	189187	190475	2014/7/30  6:03:09.364	1.288	81.2	108.1	0.9	84.0	106.4		fm		Unidentified.calls
3415	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428247.744000956	428248.756000956	190567	191579	2014/7/30  6:03:10.744	1.012	80.3	107.0	0.8	83.0	104.5		fm		Unidentified.calls
3416	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428263.203995555	428265.043995555	206027	207867	2014/7/30  6:03:26.204	1.84	40.3	92.9	1.4	41.0	87.9		fm		Unidentified.calls
3417	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428277.915000051	428279.480000051	220738	222303	2014/7/30  6:03:40.915	1.565	43.6	84.7	1.4	45.9	78.1		fm		Unidentified.calls
3418	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428290.027004361	428290.764004361	232850	233587	2014/7/30  6:03:52.027	0.737	82.5	110.0	0.6	83.0	108.4		fm		Unidentified.calls
3419	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428291.131997361	428292.419997361	233955	235243	2014/7/30  6:03:53.132	1.288	81.7	101.6	1.2	84.0	100.6		fm		Unidentified.calls
3420	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428302.371002987	428304.211002987	245194	247034	2014/7/30  6:04:05.371	1.84	82.8	105.9	1.4	84.0	103.5		fm		Unidentified.calls
3421	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428313.690002143	428315.898002143	256513	258721	2014/7/30  6:04:16.690	2.208	85.2	114.1	1.8	85.9	112.3		fm		Unidentified.calls
3422	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428327.021000042	428328.677000042	269844	271500	2014/7/30  6:04:29.021	1.656	71.9	107.3	1.5	73.2	102.5		fm		Unidentified.calls
3423	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428328.952995196	428330.332995196	271776	273156	2014/7/30  6:04:31.953	1.38	71.4	102.4	1.2	72.3	98.6		fm		Unidentified.calls
3424	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428384.235998496	428385.708998496	327059	328532	2014/7/30  6:05:27.236	1.473	88.8	108.1	1.2	89.8	106.4		fm		Unidentified.calls
3425	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428387.07700099	428388.45700099	329900	331280	2014/7/30  6:05:29.077	1.38	61.8	98.3	1.2	62.5	96.7		fm		Unidentified.calls
3426	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428401.813000321	428403.285000321	344636	346108	2014/7/30  6:05:44.813	1.472	34.9	60.2	1.4	35.2	58.6		fm		Unidentified.calls
3427	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428442.934996143	428446.614996143	385758	389438	2014/7/30  6:06:25.935	3.68	40.0	62.9	3.4	40.0	59.6		fm		Unidentified.calls
3428	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428460.430998608	428461.442998608	403254	404266	2014/7/30  6:06:43.431	1.012	85.0	117.6	0.8	90.8	115.2		fm		Unidentified.calls
3429	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428463.088004916	428463.640004916	405911	406463	2014/7/30  6:06:45.088	0.552	74.9	104.6	0.5	76.2	100.6		fm		Unidentified.calls
3430	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428477.270999804	428478.375999804	420094	421199	2014/7/30  6:07:00.271	1.105	83.1	105.9	0.9	87.9	104.5		fm		Unidentified.calls
3431	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428479.927996054	428480.755996054	422751	423579	2014/7/30  6:07:02.928	0.828	33.0	97.2	0.8	33.2	85.0		fm		Unidentified.calls
3432	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428501.715003207	428502.359003207	444538	445182	2014/7/30  6:07:24.715	0.644	92.9	118.2	0.5	95.7	118.2		fm		Unidentified.calls
3433	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428520.211000248	428521.315000248	463034	464138	2014/7/30  6:07:43.211	1.104	96.4	117.9	0.8	99.6	116.2		fm		Unidentified.calls
3434	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428583.246999114	428585.086999114	526070	527910	2014/7/30  6:08:46.247	1.84	89.6	106.2	1.4	90.8	104.5		fm		Unidentified.calls
3435	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428601.55899997	428602.47999997	544382	545303	2014/7/30  6:09:04.559	0.921	79.0	114.1	0.6	82.0	111.3		fm		Unidentified.calls
3436	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428618.996996313	428620.652996313	561820	563476	2014/7/30  6:09:21.997	1.656	88.8	108.1	1.4	89.8	106.4		fm		Unidentified.calls
3437	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428636.309002593	428637.505002593	579132	580328	2014/7/30  6:09:39.309	1.196	58.3	110.8	1.1	60.5	109.4		fm		Unidentified.calls
3438	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428668.137003362	428669.517003362	610960	612340	2014/7/30  6:10:10.137	1.38	87.4	118.7	1.1	89.8	117.2		fm		Unidentified.calls
3439	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428673.014003664	428674.394003664	615837	617217	2014/7/30  6:10:15.014	1.38	94.5	110.3	1.1	96.7	107.4		fm		Unidentified.calls
3440	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428676.246997594	428677.995997594	619070	620819	2014/7/30  6:10:19.247	1.749	31.3	52.0	1.7	32.2	49.8		fm		Unidentified.calls
3441	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428680.388003096	428681.861003096	623211	624684	2014/7/30  6:10:23.388	1.473	31.3	52.0	1.2	32.2	48.8		fm		Unidentified.calls
3442	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428702.198003485	428703.394003485	645021	646217	2014/7/30  6:10:45.198	1.196	90.1	116.6	0.6	93.8	113.3		fm		Unidentified.calls
3443	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428725.444004938	428726.917004938	668267	669740	2014/7/30  6:11:08.444	1.473	91.0	118.2	0.9	92.8	115.2		fm		Unidentified.calls
3444	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428748.990004763	428750.923004763	691813	693746	2014/7/30  6:11:31.990	1.933	88.5	113.6	1.4	92.8	112.3		fm		Unidentified.calls
3445	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428771.167997524	428772.731997524	713991	715555	2014/7/30  6:11:53.168	1.564	86.3	112.2	1.4	87.9	110.4		fm		Unidentified.calls
3446	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428773.203995332	428774.952995332	716027	717776	2014/7/30  6:11:56.204	1.749	65.6	96.1	1.1	68.4	92.8		fm		Unidentified.calls
3447	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428790.873000279	428792.161000279	733696	734984	2014/7/30  6:12:13.873	1.288	75.7	107.3	1.1	78.1	106.4		fm		Unidentified.calls
3448	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428812.946004673	428814.971004673	755769	757794	2014/7/30  6:12:35.946	2.025	85.2	115.5	1.7	86.9	112.3		fm		Unidentified.calls
3449	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428885.149002701	428886.990002701	827972	829813	2014/7/30  6:13:47.149	1.841	75.2	113.3	1.5	79.1	112.3		fm		Unidentified.calls
3450	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428892.14300017	428894.25900017	834966	837082	2014/7/30  6:13:54.143	2.116	76.5	120.4	1.8	80.1	117.2		fm		Unidentified.calls
3451	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	428984.878998875	428986.627998875	927702	929451	2014/7/30  6:15:27.879	1.749	70.0	90.4	1.2	70.3	87.9		fm		Unidentified.calls
3452	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	429024.989000588	429027.014000588	967812	969837	2014/7/30  6:16:07.989	2.025	89.6	109.2	1.8	90.8	107.4		fm		Unidentified.calls
3453	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	429233.994998291	429236.019998291	1176818	1178843	2014/7/30  6:19:36.995	2.025	84.7	109.5	1.7	86.9	108.4		fm		Unidentified.calls
3454	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	429252.228001385	429253.977001385	1195051	1196800	2014/7/30  6:19:55.228	1.749	81.4	109.5	1.1	85.9	108.4		fm		Unidentified.calls
3455	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	429277.222997576	429278.327997576	1220046	1221151	2014/7/30  6:20:20.223	1.105	85.8	112.2	0.6	88.9	110.4		fm		Unidentified.calls
3456	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	429327.652003869	429329.032003869	1270475	1271855	2014/7/30  6:21:10.652	1.38	83.3	104.8	0.9	85.9	103.5		fm		Unidentified.calls
3457	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	429329.215996593	429330.964996593	1272039	1273788	2014/7/30  6:21:12.216	1.749	73.5	99.9	1.4	75.2	98.6		fm		Unidentified.calls
3458	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	429355.155002951	429356.167002951	1297978	1298990	2014/7/30  6:21:37.155	1.012	85.8	106.8	0.8	87.9	106.4		fm		Unidentified.calls
3459	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	429402.708003923	429403.628003923	1345531	1346451	2014/7/30  6:22:25.708	0.92	79.0	115.5	0.6	84.0	112.3		fm		Unidentified.calls
3460	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	429404.903998851	429406.375998851	1347727	1349199	2014/7/30  6:22:27.904	1.472	76.0	105.1	1.2	77.1	102.5		fm		Unidentified.calls
3461	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	429417.523001015	429418.812001015	1360346	1361635	2014/7/30  6:22:40.523	1.289	76.3	108.7	0.8	83.0	106.4		fm		Unidentified.calls
3462	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	429419.996001079	429421.744001079	1362819	1364567	2014/7/30  6:22:42.996	1.748	69.7	100.5	1.5	72.3	98.6		fm		Unidentified.calls
3463	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	429427.462003633	429429.210003633	1370285	1372033	2014/7/30  6:22:50.462	1.748	80.9	104.0	1.4	82.0	101.6		fm		Unidentified.calls
3464	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	429437.400000423	429439.057000423	1380223	1381880	2014/7/30  6:23:00.400	1.657	72.4	95.9	1.4	74.2	94.7		fm		Unidentified.calls
3465	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	429458.565999075	429459.485999075	1401389	1402309	2014/7/30  6:23:21.566	0.92	78.7	98.3	0.8	80.1	96.7		fm		Unidentified.calls
3466	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	429460.946000248	429461.958000248	1403769	1404781	2014/7/30  6:23:23.946	1.012	69.2	98.9	0.8	70.3	96.7		fm		Unidentified.calls
3467	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	429507.671003297	429508.959003297	1450494	1451782	2014/7/30  6:24:10.671	1.288	83.3	110.6	0.8	86.9	109.4		fm		Unidentified.calls
3468	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	429509.326999142	429510.523999142	1452150	1453347	2014/7/30  6:24:12.327	1.197	72.4	97.2	0.9	73.2	95.7		fm		Unidentified.calls
3469	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	429530.768997103	429532.056997103	1473592	1474880	2014/7/30  6:24:33.769	1.288	77.9	114.9	0.6	82.0	111.3		fm		Unidentified.calls
3470	Spectrogram 1	1	200_2014-07-30_06-00-00.wav	200_2014-07-30_06-00-00.wav	429534.72599636	429536.19799636	1477549	1479021	2014/7/30  6:24:37.726	1.472	59.1	117.1	1.2	63.5	115.2		fm		Unidentified.calls
